comment,date_experience,review_score,timestamp,title,user_name
"Très pratique pour l'envoi de document et signature électronique, je recommande !",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Devenu indispensable pour les signatures,Eliott
Application agréable au quotidien dans son utilisation,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 12 mois,Signature électronique rapide et sécurisée,romain
Le produit me permet de créer et faire signer rapidement des documents et contrats.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 5 mois,Excellent pour la signature de documents électroniques,Charlotte
Je suis très satisfait de cette application qui offre énormément de souplesse dans sa version gratuite,Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 2 mois,Logiciel au top,Didier
J'utilise Pandadoc uniquement sur la signature électronique de plusieurs parties,Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",il y a 6 mois,Pandadoc mérite d'être connu,François
"Wonderful product discovering, harsh disappointment on the pricing model.",Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 2 ans,Insane product versus obsolete pricing,Cyril
"The product is really good and suitable for a daily basis use. I have still some fears to move from pdf to 100% digital quotes in France because of spam barrier but I know this would open a 50% rise in customer experience with many other possibilities as videos in templates, directly chating with customer inside the doc, all status change...",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 ans,Pandadoc feedback from france,Pierre
"It's easy to use, has a lot of features, and is incredibly helpful for managing documents and contracts. It also allows me to easily collaborate with other people and make sure that everyone is on the same page. It's definitely improved my workflow and I'm very happy with it.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 9 mois,Amazing tool,Prudencia
I really save time with Pandadoc and I also increase the professional aspect of my documents. I also use Pandadoc to build proposals: it gives a positive and innovative image towards my new clients,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 5 ans,Good professional document management tool,Xavier
It's a great piece of software that perfectly does the job as long as you don't require too much graphic customization.,Temps d'utilisation du logiciel : plus de deux ans,"3,0",l’année dernière,Good product. Possible improvements,Utilisateur vérifié
Faster to create proposals.,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 7 ans,Great experience - a lot of features are available on premium accounts though which it too bad.,Ann
I have always had someone to reach at support. They are on the ball.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 7 ans,Good value for price and great suppport and communication,Adrienne
"Expérience global de salesforce positif, il répond à nos attentes et je pense que nous utilisons pas la totalité des fonctionnalités....",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 6 mois,Salesforce un outil qui répond au besoin pour un coup relativement important,Bastien
a mon niveau de consultation tout va bien,Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 2 ans,bon logiciel mais mérite d'être plus simple,semi
"Bonne utilisation du logiciel, que je recommande d’ailleurs. Les prévisions des ventes optimisées par l'IA, outils analytics adaptés sont un plus.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 4 semaines,Une aide considérable dans la gestion commerciale,Utilisateur vérifié
Très bonne expérience d'utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Logiciel CRM très complet,Utilisateur vérifié
"Je vois Salesforce comme un portail qui fait le lien entre le personnel sédentaire et le terrain, cela permet de gagner du temps, dans la recherche de fichiers, d'évènements grâce au calendrier, pour communiquer, c'est très efficace, tout est regroupé sur une seule plateforme. certains points fonctionnels sont à améliorer mais j'apprécie la possibilité d'adapter l'outil aux besoins de l'entreprise.",Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",l’année dernière,mon avis sur Salesforce,Adrien
Bonne expérience avec cette outil de part son utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 2 semaines,Avis Salesforce,belinda
"Utilizzo il software per montare l'andamento dell'intero processo di vendita, identificarne eventuali criticità da superare, e prevedere il raggiungimento del budget. Il software, inoltre, è particolarmente utile per la gestione dei contatti dei clienti.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 8 mois,Gestione dettagliata del processo di vendita,Sabrina
"A complete CRM solution, very easy to use, fast and light.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Best CRM tool I've ever used,Bruno
"Expérience global de salesforce positif, il répond à nos attentes et je pense que nous utilisons pas la totalité des fonctionnalités....",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 6 mois,Salesforce un outil qui répond au besoin pour un coup relativement important,Bastien
a mon niveau de consultation tout va bien,Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 2 ans,bon logiciel mais mérite d'être plus simple,semi
"Bonne utilisation du logiciel, que je recommande d’ailleurs. Les prévisions des ventes optimisées par l'IA, outils analytics adaptés sont un plus.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 4 semaines,Une aide considérable dans la gestion commerciale,Utilisateur vérifié
Très bonne expérience d'utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Logiciel CRM très complet,Utilisateur vérifié
"Je vois Salesforce comme un portail qui fait le lien entre le personnel sédentaire et le terrain, cela permet de gagner du temps, dans la recherche de fichiers, d'évènements grâce au calendrier, pour communiquer, c'est très efficace, tout est regroupé sur une seule plateforme. certains points fonctionnels sont à améliorer mais j'apprécie la possibilité d'adapter l'outil aux besoins de l'entreprise.",Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",l’année dernière,mon avis sur Salesforce,Adrien
Bonne expérience avec cette outil de part son utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 2 semaines,Avis Salesforce,belinda
"Utilizzo il software per montare l'andamento dell'intero processo di vendita, identificarne eventuali criticità da superare, e prevedere il raggiungimento del budget. Il software, inoltre, è particolarmente utile per la gestione dei contatti dei clienti.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 8 mois,Gestione dettagliata del processo di vendita,Sabrina
"A complete CRM solution, very easy to use, fast and light.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Best CRM tool I've ever used,Bruno
"Expérience global de salesforce positif, il répond à nos attentes et je pense que nous utilisons pas la totalité des fonctionnalités....",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 6 mois,Salesforce un outil qui répond au besoin pour un coup relativement important,Bastien
a mon niveau de consultation tout va bien,Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 2 ans,bon logiciel mais mérite d'être plus simple,semi
"Bonne utilisation du logiciel, que je recommande d’ailleurs. Les prévisions des ventes optimisées par l'IA, outils analytics adaptés sont un plus.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 4 semaines,Une aide considérable dans la gestion commerciale,Utilisateur vérifié
Très bonne expérience d'utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Logiciel CRM très complet,Utilisateur vérifié
"Je vois Salesforce comme un portail qui fait le lien entre le personnel sédentaire et le terrain, cela permet de gagner du temps, dans la recherche de fichiers, d'évènements grâce au calendrier, pour communiquer, c'est très efficace, tout est regroupé sur une seule plateforme. certains points fonctionnels sont à améliorer mais j'apprécie la possibilité d'adapter l'outil aux besoins de l'entreprise.",Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",l’année dernière,mon avis sur Salesforce,Adrien
Bonne expérience avec cette outil de part son utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 2 semaines,Avis Salesforce,belinda
"Utilizzo il software per montare l'andamento dell'intero processo di vendita, identificarne eventuali criticità da superare, e prevedere il raggiungimento del budget. Il software, inoltre, è particolarmente utile per la gestione dei contatti dei clienti.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 8 mois,Gestione dettagliata del processo di vendita,Sabrina
"A complete CRM solution, very easy to use, fast and light.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Best CRM tool I've ever used,Bruno
"Expérience global de salesforce positif, il répond à nos attentes et je pense que nous utilisons pas la totalité des fonctionnalités....",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 6 mois,Salesforce un outil qui répond au besoin pour un coup relativement important,Bastien
a mon niveau de consultation tout va bien,Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 2 ans,bon logiciel mais mérite d'être plus simple,semi
"Bonne utilisation du logiciel, que je recommande d’ailleurs. Les prévisions des ventes optimisées par l'IA, outils analytics adaptés sont un plus.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 4 semaines,Une aide considérable dans la gestion commerciale,Utilisateur vérifié
Très bonne expérience d'utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Logiciel CRM très complet,Utilisateur vérifié
"Je vois Salesforce comme un portail qui fait le lien entre le personnel sédentaire et le terrain, cela permet de gagner du temps, dans la recherche de fichiers, d'évènements grâce au calendrier, pour communiquer, c'est très efficace, tout est regroupé sur une seule plateforme. certains points fonctionnels sont à améliorer mais j'apprécie la possibilité d'adapter l'outil aux besoins de l'entreprise.",Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",l’année dernière,mon avis sur Salesforce,Adrien
Bonne expérience avec cette outil de part son utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 2 semaines,Avis Salesforce,belinda
"Utilizzo il software per montare l'andamento dell'intero processo di vendita, identificarne eventuali criticità da superare, e prevedere il raggiungimento del budget. Il software, inoltre, è particolarmente utile per la gestione dei contatti dei clienti.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 8 mois,Gestione dettagliata del processo di vendita,Sabrina
"A complete CRM solution, very easy to use, fast and light.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Best CRM tool I've ever used,Bruno
une migration promise d'un compte à un autre qui n'a jamais été faites. donc perte de contact. impossible de transférer de hubspot à Hubspot les contacts sans perdre des informations (un comble),Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 6 mois,trop de promesse,Pascal
"Facile à utiliser, meme si une personne qui a jamais utilisé un logiciel, elle va trouver ça facile à gérer toute seule",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 10 mois,Marketing manager,Maroun
Expérience globale plus que positive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,Le meilleur CRM gratuit,Nicole
Excellente expérience,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 mois,Excellent,Christelle
"- Bonne expérience, facile d'onboarder de nouveaux utilisateurs- Beaucoup de nouveauté produit- Accès facile aux betas produit- Réactivité du support- Formation rapide et concis avec HubSpot Academy",Temps d'utilisation du logiciel : plus de deux ans,"4,0",l’année dernière,HubSpot CRM Review,Pierrick
Un super outil dont la force de diversité ne tend cependant pas toujours vers la simplicité,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 7 mois,Hubspot est un outil crucial à un support client performant,Geoffroy
"Ras, très bon logiciel que je recommande.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 3 semaines,Un crm des plus performants !,Cedric
Mon expérience globale avec HubSpot CRM a été assez positive. Cela m'a aidé à rationaliser mes processus de vente et à améliorer la communication au sein de mon équipe.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 7 mois,CRM rationalisé pour les entreprises en croissance,Elias
"Hubspot nous a permis de faire passer le marketing de nos clients en e-commerce à un autre niveau, nous avons particulièrement apprécié les séances d'onboarding avec les équipes, ainsi que le blog extrêmement détaillé. Nous avons professionnalisé notre base CRM en y ajoutant la touche de lead scoring qui manquait à notre stratégie commerciale.",Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 8 mois,Hubspot est polyvalent et puissant,Jessica
"4 ans d'utilisation, très vite pris en main car très simple d'utilisation",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Simple et complet,Juana
intéressante ; découverte de fonctionnalités multiples,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 7 mois,"Pour les ""grosses cylindrés""",Frédéric
Ce CRM facilite le suivi client ainsi que la centralisation des mails que nous recevons ce qui rend grandement appréciable son utilisation.,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 3 mois,Satisfait,Zakaria
"J'utilise HubSpot tous les jours, grace à son extenstion Gmail, il est assez automatique pour la partie suivi CRM et Emails et nous gerons tous notre marketing Email avec son système.",Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 3 mois,HubSpot Gratuit le meilleur CRM pour les petites entreprises,Benjamin
Déçu par le service client.,Temps d'utilisation du logiciel : plus d'un an,"2,0",il y a 4 ans,Attention : machine commerciale qui en veut à votre argent,Thomas
Très bonne expérience. J'ai fait plusieurs CRM avant et je pense que c'est le plus complet,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 3 ans,Un CRM très complet et surtout gratuit,Séverine
"Globalement c'est un outil très utile en entreprise pour gérer les contacts, etc",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Bon CRM,Zoé
une migration promise d'un compte à un autre qui n'a jamais été faites. donc perte de contact. impossible de transférer de hubspot à Hubspot les contacts sans perdre des informations (un comble),Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 6 mois,trop de promesse,Pascal
"Facile à utiliser, meme si une personne qui a jamais utilisé un logiciel, elle va trouver ça facile à gérer toute seule",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 10 mois,Marketing manager,Maroun
Expérience globale plus que positive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,Le meilleur CRM gratuit,Nicole
Excellente expérience,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 mois,Excellent,Christelle
"- Bonne expérience, facile d'onboarder de nouveaux utilisateurs- Beaucoup de nouveauté produit- Accès facile aux betas produit- Réactivité du support- Formation rapide et concis avec HubSpot Academy",Temps d'utilisation du logiciel : plus de deux ans,"4,0",l’année dernière,HubSpot CRM Review,Pierrick
Un super outil dont la force de diversité ne tend cependant pas toujours vers la simplicité,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 7 mois,Hubspot est un outil crucial à un support client performant,Geoffroy
"Ras, très bon logiciel que je recommande.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 3 semaines,Un crm des plus performants !,Cedric
Mon expérience globale avec HubSpot CRM a été assez positive. Cela m'a aidé à rationaliser mes processus de vente et à améliorer la communication au sein de mon équipe.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 7 mois,CRM rationalisé pour les entreprises en croissance,Elias
"Hubspot nous a permis de faire passer le marketing de nos clients en e-commerce à un autre niveau, nous avons particulièrement apprécié les séances d'onboarding avec les équipes, ainsi que le blog extrêmement détaillé. Nous avons professionnalisé notre base CRM en y ajoutant la touche de lead scoring qui manquait à notre stratégie commerciale.",Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 8 mois,Hubspot est polyvalent et puissant,Jessica
"4 ans d'utilisation, très vite pris en main car très simple d'utilisation",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Simple et complet,Juana
intéressante ; découverte de fonctionnalités multiples,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 7 mois,"Pour les ""grosses cylindrés""",Frédéric
Ce CRM facilite le suivi client ainsi que la centralisation des mails que nous recevons ce qui rend grandement appréciable son utilisation.,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 3 mois,Satisfait,Zakaria
"J'utilise HubSpot tous les jours, grace à son extenstion Gmail, il est assez automatique pour la partie suivi CRM et Emails et nous gerons tous notre marketing Email avec son système.",Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 3 mois,HubSpot Gratuit le meilleur CRM pour les petites entreprises,Benjamin
Déçu par le service client.,Temps d'utilisation du logiciel : plus d'un an,"2,0",il y a 4 ans,Attention : machine commerciale qui en veut à votre argent,Thomas
Très bonne expérience. J'ai fait plusieurs CRM avant et je pense que c'est le plus complet,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 3 ans,Un CRM très complet et surtout gratuit,Séverine
"Globalement c'est un outil très utile en entreprise pour gérer les contacts, etc",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Bon CRM,Zoé
une migration promise d'un compte à un autre qui n'a jamais été faites. donc perte de contact. impossible de transférer de hubspot à Hubspot les contacts sans perdre des informations (un comble),Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 6 mois,trop de promesse,Pascal
"Facile à utiliser, meme si une personne qui a jamais utilisé un logiciel, elle va trouver ça facile à gérer toute seule",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 10 mois,Marketing manager,Maroun
Expérience globale plus que positive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,Le meilleur CRM gratuit,Nicole
Excellente expérience,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 mois,Excellent,Christelle
"- Bonne expérience, facile d'onboarder de nouveaux utilisateurs- Beaucoup de nouveauté produit- Accès facile aux betas produit- Réactivité du support- Formation rapide et concis avec HubSpot Academy",Temps d'utilisation du logiciel : plus de deux ans,"4,0",l’année dernière,HubSpot CRM Review,Pierrick
Un super outil dont la force de diversité ne tend cependant pas toujours vers la simplicité,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 7 mois,Hubspot est un outil crucial à un support client performant,Geoffroy
"Ras, très bon logiciel que je recommande.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 3 semaines,Un crm des plus performants !,Cedric
Mon expérience globale avec HubSpot CRM a été assez positive. Cela m'a aidé à rationaliser mes processus de vente et à améliorer la communication au sein de mon équipe.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 7 mois,CRM rationalisé pour les entreprises en croissance,Elias
"Hubspot nous a permis de faire passer le marketing de nos clients en e-commerce à un autre niveau, nous avons particulièrement apprécié les séances d'onboarding avec les équipes, ainsi que le blog extrêmement détaillé. Nous avons professionnalisé notre base CRM en y ajoutant la touche de lead scoring qui manquait à notre stratégie commerciale.",Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 8 mois,Hubspot est polyvalent et puissant,Jessica
"4 ans d'utilisation, très vite pris en main car très simple d'utilisation",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Simple et complet,Juana
intéressante ; découverte de fonctionnalités multiples,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 7 mois,"Pour les ""grosses cylindrés""",Frédéric
Ce CRM facilite le suivi client ainsi que la centralisation des mails que nous recevons ce qui rend grandement appréciable son utilisation.,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 3 mois,Satisfait,Zakaria
"J'utilise HubSpot tous les jours, grace à son extenstion Gmail, il est assez automatique pour la partie suivi CRM et Emails et nous gerons tous notre marketing Email avec son système.",Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 3 mois,HubSpot Gratuit le meilleur CRM pour les petites entreprises,Benjamin
Déçu par le service client.,Temps d'utilisation du logiciel : plus d'un an,"2,0",il y a 4 ans,Attention : machine commerciale qui en veut à votre argent,Thomas
Très bonne expérience. J'ai fait plusieurs CRM avant et je pense que c'est le plus complet,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 3 ans,Un CRM très complet et surtout gratuit,Séverine
"Globalement c'est un outil très utile en entreprise pour gérer les contacts, etc",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Bon CRM,Zoé
Une fois adapté et habitué à pipedrive il facilite la vie quotidienne de CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Crm,Maroun
"En tant que startup, Pipedrive a été un excellent CRM pour notre entreprise. Sa conception conviviale et ses options personnalisables pour la gestion des pipelines et des flux de travail m'en ont facilité l'utilisation. Malgré des problèmes mineurs, j'ai trouvé que Pipedrive était un CRM efficace et efficace.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 9 mois,Mon expérience simple et efficace avec un CRM de démarrage,Nassima
Mon expérience globale avec Pipedrive a été positive. Je crois que cela m'a aidé à rationaliser mon processus de vente et à rester au top de mes tâches.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 8 mois,Transformer les ventes avec Pipedrive : avantages et inconvénients,Paule
"Globalement l'expérience de Pipedrive est bonne. J'avais un profil novice sur les CRM et j'ai facilement pu le prendre en main.On peut, grâce aux rapports pré-définis avoir accès à des metrics intéressante pour analyser nos ventes. Mais cela pourrait aller un peu plus loin.Il y a certainement des améliorations à faire côté ergonomie. Et notamment pour faire des passations entre des équipes Sales -> CS (ce qui a commencé à être fait avec l'arrivée de ""projects"").",Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 10 mois,Pipedrive : un CRM simple à appréhender !,Utilisateur vérifié
"Globalement j’en suis très content, un CRM très complet et performant pour la gestion de la relation client.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 5 mois,Un bon logiciel pour la gestion des clients,Laurent
Pipedrive a été un excellent ajout à notre boîte à outils de vente.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 9 mois,CRM convivial : mon expérience avec Pipedrive,Elias
Conquise par ce CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Prospection et CRM,Elise
With Pipedrive I can easily track and manage my leads on a daily basis.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 ans,I switched from Hubspot to Pipedrive on a friend's recommendation,Benjamin
"I loved Pipedrive while I was using it as a beginner because of its simplistic nature, but ended up switching after our company grew past 20 employees because it could not meet our demands",Temps d'utilisation du logiciel : plus d'un an,"4,0",l’année dernière,Great choice for small businesses or startups,Maggie
Our team of 10 sales reps have had 5 excellent years using Pipedrive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,A great lightweight CRM,Hugo
Very good CRM. Good way to automatise your differents tasks.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Easy to use,Stanislas
"When your needs are basic, and database not too big, it is a good software.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 ans,decent CRM for SMB,Utilisateur vérifié
It's reasonably priced and I use it every day to manage my business.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 mois,Easy-to-configure CRM,ousseynou
We use it for deal flow for our fund to select companies in which to invest. Does the job great.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 5 ans,Excellent combination of power and ease of use,Patrick
Une fois adapté et habitué à pipedrive il facilite la vie quotidienne de CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Crm,Maroun
"En tant que startup, Pipedrive a été un excellent CRM pour notre entreprise. Sa conception conviviale et ses options personnalisables pour la gestion des pipelines et des flux de travail m'en ont facilité l'utilisation. Malgré des problèmes mineurs, j'ai trouvé que Pipedrive était un CRM efficace et efficace.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 9 mois,Mon expérience simple et efficace avec un CRM de démarrage,Nassima
Mon expérience globale avec Pipedrive a été positive. Je crois que cela m'a aidé à rationaliser mon processus de vente et à rester au top de mes tâches.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 8 mois,Transformer les ventes avec Pipedrive : avantages et inconvénients,Paule
"Globalement l'expérience de Pipedrive est bonne. J'avais un profil novice sur les CRM et j'ai facilement pu le prendre en main.On peut, grâce aux rapports pré-définis avoir accès à des metrics intéressante pour analyser nos ventes. Mais cela pourrait aller un peu plus loin.Il y a certainement des améliorations à faire côté ergonomie. Et notamment pour faire des passations entre des équipes Sales -> CS (ce qui a commencé à être fait avec l'arrivée de ""projects"").",Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 10 mois,Pipedrive : un CRM simple à appréhender !,Utilisateur vérifié
"Globalement j’en suis très content, un CRM très complet et performant pour la gestion de la relation client.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 5 mois,Un bon logiciel pour la gestion des clients,Laurent
Pipedrive a été un excellent ajout à notre boîte à outils de vente.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 9 mois,CRM convivial : mon expérience avec Pipedrive,Elias
Conquise par ce CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Prospection et CRM,Elise
With Pipedrive I can easily track and manage my leads on a daily basis.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 ans,I switched from Hubspot to Pipedrive on a friend's recommendation,Benjamin
"I loved Pipedrive while I was using it as a beginner because of its simplistic nature, but ended up switching after our company grew past 20 employees because it could not meet our demands",Temps d'utilisation du logiciel : plus d'un an,"4,0",l’année dernière,Great choice for small businesses or startups,Maggie
Our team of 10 sales reps have had 5 excellent years using Pipedrive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,A great lightweight CRM,Hugo
Very good CRM. Good way to automatise your differents tasks.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Easy to use,Stanislas
"When your needs are basic, and database not too big, it is a good software.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 ans,decent CRM for SMB,Utilisateur vérifié
It's reasonably priced and I use it every day to manage my business.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 mois,Easy-to-configure CRM,ousseynou
We use it for deal flow for our fund to select companies in which to invest. Does the job great.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 5 ans,Excellent combination of power and ease of use,Patrick
Une fois adapté et habitué à pipedrive il facilite la vie quotidienne de CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Crm,Maroun
"En tant que startup, Pipedrive a été un excellent CRM pour notre entreprise. Sa conception conviviale et ses options personnalisables pour la gestion des pipelines et des flux de travail m'en ont facilité l'utilisation. Malgré des problèmes mineurs, j'ai trouvé que Pipedrive était un CRM efficace et efficace.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 9 mois,Mon expérience simple et efficace avec un CRM de démarrage,Nassima
Mon expérience globale avec Pipedrive a été positive. Je crois que cela m'a aidé à rationaliser mon processus de vente et à rester au top de mes tâches.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 8 mois,Transformer les ventes avec Pipedrive : avantages et inconvénients,Paule
"Globalement l'expérience de Pipedrive est bonne. J'avais un profil novice sur les CRM et j'ai facilement pu le prendre en main.On peut, grâce aux rapports pré-définis avoir accès à des metrics intéressante pour analyser nos ventes. Mais cela pourrait aller un peu plus loin.Il y a certainement des améliorations à faire côté ergonomie. Et notamment pour faire des passations entre des équipes Sales -> CS (ce qui a commencé à être fait avec l'arrivée de ""projects"").",Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 10 mois,Pipedrive : un CRM simple à appréhender !,Utilisateur vérifié
"Globalement j’en suis très content, un CRM très complet et performant pour la gestion de la relation client.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 5 mois,Un bon logiciel pour la gestion des clients,Laurent
Pipedrive a été un excellent ajout à notre boîte à outils de vente.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 9 mois,CRM convivial : mon expérience avec Pipedrive,Elias
Conquise par ce CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Prospection et CRM,Elise
With Pipedrive I can easily track and manage my leads on a daily basis.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 ans,I switched from Hubspot to Pipedrive on a friend's recommendation,Benjamin
"I loved Pipedrive while I was using it as a beginner because of its simplistic nature, but ended up switching after our company grew past 20 employees because it could not meet our demands",Temps d'utilisation du logiciel : plus d'un an,"4,0",l’année dernière,Great choice for small businesses or startups,Maggie
Our team of 10 sales reps have had 5 excellent years using Pipedrive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,A great lightweight CRM,Hugo
